,image_id,labels,boxes
26,510,"[8, 1, 1, 1, 1, 7, 1, 1, 1, 1, 7, 7, 1, 1]","[[0.2562206983566284, 0.6149218678474426, 0.26053711771965027, 0.7066406011581421], [0.40962889790534973, 0.5184375047683716, 0.4270996153354645, 0.6346874833106995], [0.41895508766174316, 0.5239843726158142, 0.4402148425579071, 0.655078113079071], [0.4545019567012787, 0.5082031488418579, 0.47114259004592896, 0.6010937690734863], [0.5070996284484863, 0.4458593726158142, 0.5214160084724426, 0.5542968511581421], [0.27958983182907104, 0.6935937404632568, 0.28886717557907104, 0.9878906011581421], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.3262695372104645, 0.5857812762260437, 0.335693359375, 0.6351562738418579], [0.0, 0.6010156273841858, 0.03348632901906967, 1.0], [0.22028321027755737, 0.6175781488418579, 0.2224999964237213, 0.6875], [0.22850586473941803, 0.6198437213897705, 0.23046875, 0.6893749833106995], [0.3536132872104645, 0.5465624928474426, 0.36958009004592896, 0.6625000238418579], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
27,988,"[1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1]","[[0.47328126430511475, 0.5776562690734863, 0.4861816465854645, 0.6917187571525574], [0.012919921427965164, 0.4071093797683716, 0.019951172173023224, 0.5107031464576721], [0.02079101651906967, 0.4078906178474426, 0.03532226383686066, 0.5754687786102295], [0.013623046688735485, 0.5120312571525574, 0.0224609375, 0.5985937714576721], [0.0067285154946148396, 0.49085938930511475, 0.013398437760770321, 0.5340625047683716], [0.0, 0.5915625095367432, 0.015791015699505806, 0.836718738079071], [0.9902637004852295, 0.5553125143051147, 1.0, 0.8247656226158142], [0.032890625298023224, 0.6112499833106995, 0.05796875059604645, 0.8206250071525574], [0.72412109375, 0.6627343893051147, 0.8518261909484863, 1.0], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.21509765088558197, 0.8812500238418579, 0.30488282442092896, 1.0], [0.5737988352775574, 0.5065624713897705, 0.5781152248382568, 0.6180468797683716], [0.9670996069908142, 0.4942968785762787, 0.9859570264816284, 0.7142187356948853], [0.512646496295929, 0.521484375, 0.5197167992591858, 0.6001562476158142], [0.52001953125, 0.5084375143051147, 0.5330957174301147, 0.7159374952316284], [0.43111327290534973, 0.6471874713897705, 0.46659180521965027, 0.9692187309265137]]"
28,499,"[1, 3, 1, 1, 7, 1, 1, 1, 8, 5, 8, 7]","[[0.0013671874767169356, 0.5616406202316284, 0.039814453572034836, 1.0], [0.05732421949505806, 0.4528124928474426, 0.07867187261581421, 0.7073437571525574], [0.05654297024011612, 0.6389843821525574, 0.09920898079872131, 1.0], [0.10760742425918579, 0.7357031106948853, 0.21787109971046448, 1.0], [0.2070898413658142, 0.5375000238418579, 0.21076172590255737, 0.6403124928474426], [0.35325196385383606, 0.7430468797683716, 0.43012696504592896, 1.0], [0.42847657203674316, 0.5657031536102295, 0.4732714891433716, 1.0], [0.483642578125, 0.6567968726158142, 0.5202343463897705, 1.0], [0.552539050579071, 0.5598437786102295, 0.5589648485183716, 0.8091406226158142], [0.5492578148841858, 0.665234386920929, 0.5632421970367432, 0.7939062714576721], [0.5403515696525574, 0.567187488079071, 0.5460742115974426, 0.7270312309265137], [0.6855664253234863, 0.5850781202316284, 0.6886913776397705, 0.6715624928474426]]"
29,845,"[1, 1, 7, 7, 1, 1]","[[0.014267577789723873, 0.4946874976158142, 0.02211914025247097, 0.58203125], [0.6856445074081421, 0.5274218916893005, 0.7210937738418579, 0.823437511920929], [0.33534181118011475, 0.6714843511581421, 0.34253907203674316, 0.9821093678474426], [0.45142579078674316, 0.5972656011581421, 0.45508790016174316, 0.7166406512260437], [0.4989550709724426, 0.6053125262260437, 0.5120508074760437, 0.7346875071525574], [0.0, 0.5280468463897705, 0.015332031063735485, 0.7819530963897705]]"
30,940,"[1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.9767773151397705, 0.4710937440395355, 0.9893554449081421, 0.6167187690734863], [0.9461914300918579, 0.5414062738418579, 0.9766699075698853, 0.8804687261581421], [0.9294629096984863, 0.5239843726158142, 0.9527343511581421, 0.74609375], [0.14433594048023224, 0.8663281202316284, 0.22158202528953552, 1.0], [0.4530273377895355, 0.6251562237739563, 0.4756835997104645, 0.8297656178474426], [0.48030272126197815, 0.5571874976158142, 0.4886718690395355, 0.6489843726158142], [0.0054687499068677425, 0.42054688930511475, 0.011152343824505806, 0.4852343797683716], [0.010498046875, 0.4132031202316284, 0.01650390587747097, 0.502734363079071], [0.0061621093191206455, 0.47117188572883606, 0.010273437947034836, 0.51171875], [0.002031249925494194, 0.4625000059604645, 0.005869140848517418, 0.4884375035762787], [0.0, 0.6252343654632568, 0.02485351637005806, 1.0], [0.983203113079071, 0.598437488079071, 1.0, 1.0], [0.010136718861758709, 0.5022656321525574, 0.017900390550494194, 0.5533593893051147], [0.5149902105331421, 0.5426562428474426, 0.5251269340515137, 0.653515636920929], [0.48491209745407104, 0.6677343845367432, 0.524707019329071, 1.0], [0.49650391936302185, 0.5790625214576721, 0.5151464939117432, 0.6838281154632568], [0.01615234464406967, 0.5193750262260437, 0.027695313096046448, 0.624218761920929], [0.5308203101158142, 0.520312488079071, 0.5694335699081421, 0.9789062738418579], [0.02470703050494194, 0.5555468797683716, 0.04404296725988388, 0.735156238079071]]"
31,227,"[7, 8, 1, 7, 8, 7, 7, 5]","[[0.44905272126197815, 0.5638281106948853, 0.4557421803474426, 0.7548437714576721], [0.3124023377895355, 0.5835156440734863, 0.3182617127895355, 0.8828125], [0.013544921763241291, 0.5486719012260437, 0.024433594197034836, 0.6680468916893005], [0.5003906488418579, 0.598437488079071, 0.510986328125, 0.9989062547683716], [0.30708983540534973, 0.5857812762260437, 0.3125976622104645, 0.8948437571525574], [0.5057812333106995, 0.546093761920929, 0.5103222727775574, 0.6443750262260437], [0.5103613138198853, 0.5330469012260437, 0.5162206888198853, 0.6395312547683716], [0.30446287989616394, 0.6996093988418579, 0.32457029819488525, 0.892578125]]"
32,1338,"[8, 7, 7, 1, 7, 7]","[[0.019941406324505806, 0.49656251072883606, 0.02500000037252903, 0.6879687309265137], [0.9744238257408142, 0.45234376192092896, 0.9793066382408142, 0.603515625], [0.5097851753234863, 0.5174219012260437, 0.5130956768989563, 0.6111719012260437], [0.0029785155784338713, 0.47164061665534973, 0.022490235045552254, 0.6719531416893005], [0.1870410144329071, 0.5342187285423279, 0.19453124701976776, 0.8267187476158142], [0.1858203113079071, 0.6051562428474426, 0.1936328113079071, 0.8302343487739563]]"
33,799,"[1, 7, 8, 1, 5, 1, 1, 1, 1, 1, 1, 3, 1]","[[0.0003710937453433871, 0.6128125190734863, 0.04139648377895355, 1.0], [0.20568358898162842, 0.6161718964576721, 0.21227538585662842, 0.913281261920929], [0.13610351085662842, 0.587890625, 0.14310546219348907, 0.8205468654632568], [0.15512695908546448, 0.514453113079071, 0.16822265088558197, 0.5921875238418579], [0.13587890565395355, 0.7116405963897705, 0.14492186903953552, 0.8809375166893005], [0.06853515654802322, 0.5463281273841858, 0.08095703274011612, 0.6124218702316284], [0.0641796886920929, 0.5635937452316284, 0.08002929389476776, 0.6408593654632568], [0.016777344048023224, 0.5239062309265137, 0.02744140662252903, 0.6259375214576721], [0.022343749180436134, 0.5741406083106995, 0.038349609822034836, 0.7553125023841858], [0.04697265475988388, 0.5628125071525574, 0.05794921889901161, 0.6514843702316284], [0.44681641459465027, 0.637890636920929, 0.46674805879592896, 0.8278124928474426], [0.592089831829071, 0.0, 0.9650097489356995, 0.9994531273841858], [0.4877343773841858, 0.6501562595367432, 0.5222949385643005, 0.9586718678474426]]"
34,807,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.4816210865974426, 0.5938281416893005, 0.49244141578674316, 0.7180469036102295], [0.7292773723602295, 0.4497656226158142, 0.7410937547683716, 0.5791406035423279], [0.49979493021965027, 0.6122656464576721, 0.5128515362739563, 0.7599999904632568], [0.0, 0.5280468463897705, 0.016347656026482582, 0.7952343821525574], [0.02001953125, 0.5354687571525574, 0.03529296815395355, 0.7060156464576721], [0.2173730432987213, 0.6091406345367432, 0.23007813096046448, 0.746874988079071], [0.26094725728034973, 0.6655468940734863, 0.28153321146965027, 0.8710156083106995], [0.2564941346645355, 0.5719531178474426, 0.2671875059604645, 0.6991406083106995], [0.255615234375, 0.5094531178474426, 0.2679101526737213, 0.5782812237739563], [0.05159179866313934, 0.7220312356948853, 0.11201171576976776, 0.9919531345367432], [0.4593749940395355, 0.6370312571525574, 0.48374998569488525, 0.88671875], [0.2761523425579071, 0.5720312595367432, 0.29976561665534973, 0.8210155963897705], [0.6803808808326721, 0.5382031202316284, 0.6949902176856995, 0.667187511920929], [0.734375, 0.540234386920929, 0.7526171803474426, 0.749218761920929]]"
35,1529,"[7, 6, 6, 1, 8]","[[0.5331640839576721, 0.5256249904632568, 0.5390625, 0.7263281345367432], [0.48683592677116394, 0.5450780987739563, 0.49598634243011475, 0.7060937285423279], [0.4772656261920929, 0.5467187762260437, 0.4852050840854645, 0.7086718678474426], [0.6948339939117432, 0.5127343535423279, 0.7031445503234863, 0.6182812452316284], [0.6872754096984863, 0.5471875071525574, 0.6917187571525574, 0.653515636920929]]"
36,680,"[8, 5, 7, 1, 5, 1, 1, 7, 1, 1, 1, 1, 5, 5, 5]","[[0.3589843809604645, 0.5836718678474426, 0.3666113317012787, 0.865234375], [0.35576170682907104, 0.714062511920929, 0.37038084864616394, 0.8843749761581421], [0.45536133646965027, 0.57421875, 0.45936524868011475, 0.6962500214576721], [0.986328125, 0.5630468726158142, 0.9990234375, 0.7241406440734863], [0.8291894793510437, 0.5894531011581421, 0.8386034965515137, 0.7776562571525574], [0.0, 0.5941406488418579, 0.03250976651906967, 1.0], [0.020625000819563866, 0.5263281464576721, 0.03532226383686066, 0.6121875047683716], [0.16984374821186066, 0.5964062213897705, 0.17778320610523224, 0.9327343702316284], [0.020771484822034836, 0.5610937476158142, 0.04326171800494194, 0.7991406321525574], [0.49170899391174316, 0.6592187285423279, 0.5259179472923279, 1.0], [0.5159277319908142, 0.5728124976158142, 0.5260449051856995, 0.6553906202316284], [0.5001757740974426, 0.5795312523841858, 0.5142480731010437, 0.6857812404632568], [0.8974413871765137, 0.5471875071525574, 0.9108593463897705, 0.6969531178474426], [0.8842675685882568, 0.5696094036102295, 0.8977344036102295, 0.7105468511581421], [0.8643652200698853, 0.5779687762260437, 0.8796191215515137, 0.7313281297683716]]"
37,846,"[1, 1, 7, 7, 1, 1]","[[0.013779296539723873, 0.49351561069488525, 0.02109375037252903, 0.573437511920929], [0.6991894245147705, 0.5271093845367432, 0.7338769435882568, 0.830078125], [0.32005858421325684, 0.6702343821525574, 0.3276074230670929, 0.9895312786102295], [0.44997069239616394, 0.5967968702316284, 0.4537109434604645, 0.7212499976158142], [0.4989355504512787, 0.6050781011581421, 0.5120312571525574, 0.7339843511581421], [0.0, 0.5280468463897705, 0.015302734449505806, 0.7815625071525574]]"
38,1457,"[1, 1, 7]","[[0.037773437798023224, 0.6474218964576721, 0.10504882782697678, 1.0], [0.47757813334465027, 0.6214843988418579, 0.48970702290534973, 0.7585155963897705], [0.45258790254592896, 0.609375, 0.4591406285762787, 0.8114843964576721]]"
39,728,"[7, 7, 1, 1, 1, 7, 8, 5, 1, 1, 1, 1, 1, 3, 1]","[[0.9513378739356995, 0.44914063811302185, 0.9563378691673279, 0.6090624928474426], [0.9292382597923279, 0.46632811427116394, 0.9373828172683716, 0.753125011920929], [0.4560546875, 0.6446874737739563, 0.4715234339237213, 0.8270312547683716], [0.4788574278354645, 0.6121875047683716, 0.49159181118011475, 0.7654687762260437], [0.00021484374883584678, 0.5706250071525574, 0.028330078348517418, 0.9784374833106995], [0.12897461652755737, 0.5469531416893005, 0.13526366651058197, 0.76953125], [0.14542968571186066, 0.5632030963897705, 0.15226562321186066, 0.8296874761581421], [0.1426074206829071, 0.682812511920929, 0.15593749284744263, 0.8485156297683716], [0.0637499988079071, 0.5100781321525574, 0.076171875, 0.576171875], [0.11388672143220901, 0.512499988079071, 0.12607422471046448, 0.5809375047683716], [0.011015624739229679, 0.47999998927116394, 0.019296875223517418, 0.5589843988418579], [0.08417968451976776, 0.5179687738418579, 0.09610351920127869, 0.5837500095367432], [0.044501952826976776, 0.5725781321525574, 0.0730273425579071, 0.7723437547683716], [0.522412121295929, 0.26023438572883606, 0.6039843559265137, 0.9989843964576721], [0.49775391817092896, 0.6234375238418579, 0.51513671875, 0.8226562738418579]]"
40,673,"[8, 5, 7, 5, 1, 1, 7, 1, 1, 1, 1, 7, 5, 5, 5]","[[0.40062499046325684, 0.5732812285423279, 0.4072949290275574, 0.792187511920929], [0.3984375, 0.681640625, 0.4079003930091858, 0.8050000071525574], [0.461181640625, 0.5708593726158142, 0.4651171863079071, 0.6861718893051147], [0.8058202862739563, 0.5953906178474426, 0.8154003620147705, 0.8072656393051147], [0.0, 0.5892968773841858, 0.031220702454447746, 1.0], [0.032441407442092896, 0.5267968773841858, 0.04779296740889549, 0.6166406273841858], [0.20666015148162842, 0.6003124713897705, 0.21648436784744263, 0.9765625], [0.021757813170552254, 0.5649999976158142, 0.04951171949505806, 0.8360937237739563], [0.4926464855670929, 0.6517968773841858, 0.5248339772224426, 1.0], [0.5163378715515137, 0.571484386920929, 0.5264551043510437, 0.6540625095367432], [0.5013867020606995, 0.5760937333106995, 0.5145605206489563, 0.6748437285423279], [0.964648425579071, 0.48531249165534973, 0.9683007597923279, 0.6049218773841858], [0.8811621069908142, 0.5502343773841858, 0.900195300579071, 0.7233593463897705], [0.8725195527076721, 0.5746874809265137, 0.8874413967132568, 0.7306249737739563], [0.8464257717132568, 0.591796875, 0.858105480670929, 0.7524218559265137]]"
41,832,"[1, 1, 7, 1, 1, 1, 1]","[[0.023613281548023224, 0.5161718726158142, 0.04628906399011612, 0.7593749761581421], [0.5853515863418579, 0.5484374761581421, 0.6151074171066284, 0.7197656035423279], [0.4289843738079071, 0.6242969036102295, 0.4344238340854645, 0.7790625095367432], [0.49924805760383606, 0.6076562404632568, 0.5123242139816284, 0.743359386920929], [0.0, 0.5280468463897705, 0.015683593228459358, 0.7864843606948853], [0.10098633170127869, 0.5746874809265137, 0.120849609375, 0.7152343988418579], [0.01616210862994194, 0.5255468487739563, 0.02485351637005806, 0.618359386920929]]"
42,662,"[8, 5, 5, 1, 1, 1, 7, 1, 1, 1, 1, 7, 5, 5, 5]","[[0.43961915373802185, 0.5625, 0.4445117115974426, 0.6996093988418579], [0.43898436427116394, 0.63671875, 0.44510743021965027, 0.7223437428474426], [0.7481933832168579, 0.596484363079071, 0.7578027248382568, 0.811718761920929], [0.0002050781185971573, 0.5839062333106995, 0.032343748956918716, 1.0], [0.02152343839406967, 0.5657812356948853, 0.04341796785593033, 0.7168750166893005], [0.05742187425494194, 0.5330469012260437, 0.0771191418170929, 0.6734374761581421], [0.2895800769329071, 0.6061718463897705, 0.299560546875, 0.9821093678474426], [0.032685548067092896, 0.62109375, 0.0683886706829071, 0.9507812261581421], [0.49412110447883606, 0.6399999856948853, 0.523144543170929, 0.9525781273841858], [0.5178613066673279, 0.5719531178474426, 0.5279785394668579, 0.6545312404632568], [0.5033007860183716, 0.5707031488418579, 0.5150585770606995, 0.6575781106948853], [0.96142578125, 0.4898437559604645, 0.9658496379852295, 0.6276562213897705], [0.853710949420929, 0.5654687285423279, 0.8685449361801147, 0.7476562261581421], [0.8377148509025574, 0.592578113079071, 0.8533691167831421, 0.76953125], [0.8014355301856995, 0.6157031059265137, 0.8135547041893005, 0.7913281321525574]]"
43,782,"[1, 1, 1, 1, 1, 1, 1, 1, 8, 5, 3, 1]","[[0.5853515863418579, 0.5589062571525574, 0.6050097942352295, 0.6796875], [0.005195312667638063, 0.4362500011920929, 0.01679687574505806, 0.6234375238418579], [0.024843750521540642, 0.5479687452316284, 0.05332031100988388, 0.887499988079071], [0.3719726502895355, 0.793749988079071, 0.43408203125, 1.0], [0.4505566358566284, 0.6060156226158142, 0.4736328125, 0.8786718845367432], [0.48670899868011475, 0.6014062762260437, 0.4968554675579071, 0.6871874928474426], [0.4729296863079071, 0.6022655963897705, 0.4826074242591858, 0.7131249904632568], [0.0, 0.5492968559265137, 0.00927734375, 0.753125011920929], [0.05712890625, 0.5290625095367432, 0.061894532293081284, 0.6539843678474426], [0.057158201932907104, 0.6020312309265137, 0.06231445446610451, 0.6782031059265137], [0.625781238079071, 0.0, 0.8320508003234863, 1.0], [0.5034961104393005, 0.5947656035423279, 0.5128124952316284, 0.7162500023841858]]"
44,1494,"[1, 1, 8, 7]","[[8.789062849245965e-05, 0.4542187452316284, 0.006542968563735485, 0.5534374713897705], [0.020869141444563866, 0.49351561069488525, 0.03687499836087227, 0.6773437261581421], [0.06553710997104645, 0.5813281536102295, 0.08311523497104645, 0.9460155963897705], [0.22589844465255737, 0.6182031035423279, 0.24355468153953552, 1.0]]"
45,1319,"[8, 7, 7, 1, 1, 1, 7, 7]","[[0.3974609375, 0.6960155963897705, 0.41593751311302185, 0.9928125143051147], [0.9422851800918579, 0.41382813453674316, 0.9541991949081421, 0.8436718583106995], [0.5268164277076721, 0.5000781416893005, 0.5295703411102295, 0.5802343487739563], [0.013671875, 0.4076562523841858, 0.02811523526906967, 0.668749988079071], [0.023613281548023224, 0.4563281238079071, 0.06330078095197678, 0.9278905987739563], [0.05292968824505806, 0.6878906488418579, 0.14775390923023224, 1.0], [0.3968554735183716, 0.5992187261581421, 0.40275391936302185, 0.8107812404632568], [0.4007324278354645, 0.6195312738418579, 0.40769532322883606, 0.7835937738418579]]"
46,522,"[8, 1, 1, 1, 1, 1, 7, 1, 1, 1, 7, 7, 1]","[[0.2462792992591858, 0.616406261920929, 0.25041016936302185, 0.6981250047683716], [0.3807617127895355, 0.538281261920929, 0.39892578125, 0.6589062213897705], [0.4761035144329071, 0.4930468797683716, 0.4949023425579071, 0.608593761920929], [0.3504296839237213, 0.514843761920929, 0.37535154819488525, 0.6835156083106995], [0.43210938572883606, 0.5232031345367432, 0.4491308629512787, 0.619140625], [0.48426759243011475, 0.4552343785762787, 0.5014941692352295, 0.5785156488418579], [0.29667967557907104, 0.6999218463897705, 0.3005664050579071, 0.9917187690734863], [0.47197264432907104, 0.7272655963897705, 0.5308300852775574, 1.0], [0.46815431118011475, 0.6228906512260437, 0.4931933581829071, 0.8881250023841858], [0.0, 0.6010156273841858, 0.03345702961087227, 1.0], [0.21887695789337158, 0.618359386920929, 0.22109374403953552, 0.6852343678474426], [0.2272070348262787, 0.6182031035423279, 0.22916992008686066, 0.6877343654632568], [0.9774511456489563, 0.6004687547683716, 1.0, 1.0]]"
